,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,51,0.125,6.756439685821533,0.25,"[1, 0, 9, 0, 2, 4, 0, 1]",[8 3 1 9 4 1 8 1]
0,0,52,0.25,6.756067752838135,0.5,"[1, 2, 3, 2, 2, 2, 0, 2]",[1 3 3 5 6 6 2 6]
0,0,53,0.0,6.762097358703613,0.25,"[0, 3, 9, 0, 2, 9, 0, 0]",[7 1 5 3 7 8 7 4]
0,0,54,0.125,6.754419326782227,0.125,"[0, 0, 2, 2, 0, 7, 2, 0]",[5 9 9 9 6 7 9 9]
0,0,55,0.25,6.758512496948242,0.25,"[2, 1, 0, 7, 2, 0, 2, 2]",[8 1 9 6 5 0 5 4]
0,0,56,0.125,6.758472919464111,0.375,"[0, 2, 2, 0, 0, 1, 0, 1]",[3 6 9 9 8 3 6 1]
0,0,57,0.25,6.7552642822265625,0.375,"[1, 0, 7, 1, 0, 2, 0, 0]",[1 5 9 8 0 7 5 3]
0,0,58,0.125,6.7560858726501465,0.375,"[0, 3, 0, 3, 0, 2, 0, 2]",[4 8 9 8 0 0 1 3]
0,0,59,0.125,6.757322788238525,0.25,"[0, 0, 0, 2, 4, 0, 2, 0]",[7 1 6 7 1 6 2 5]
0,0,60,0.25,6.757273197174072,0.625,"[2, 0, 2, 2, 3, 1, 0, 0]",[3 5 4 0 3 1 4 2]
0,0,61,0.0,6.756502628326416,0.375,"[0, 2, 0, 3, 0, 0, 2, 2]",[9 3 8 2 2 4 3 4]
0,0,62,0.125,6.753228664398193,0.5,"[0, 0, 0, 0, 0, 2, 0, 1]",[7 8 1 5 1 6 2 1]
0,0,63,0.375,6.7552571296691895,0.625,"[0, 1, 4, 0, 2, 0, 0, 2]",[2 1 4 6 9 0 5 0]
0,0,64,0.125,6.755685329437256,0.375,"[0, 2, 2, 2, 0, 3, 0, 1]",[3 8 3 6 3 9 4 1]
0,0,65,0.125,6.755705833435059,0.375,"[0, 0, 0, 1, 2, 0, 0, 2]",[1 3 0 8 6 5 8 8]
0,0,66,0.125,6.758561611175537,0.375,"[1, 2, 0, 0, 3, 0, 0, 2]",[1 6 8 9 4 2 8 7]
0,0,67,0.0,6.754875659942627,0.25,"[0, 0, 2, 2, 0, 0, 2, 1]",[5 2 5 1 5 9 9 5]
0,0,68,0.0,6.756462574005127,0.25,"[2, 1, 2, 2, 0, 0, 2, 1]",[4 9 1 1 8 7 9 3]
0,0,69,0.125,6.754039764404297,0.5,"[2, 0, 0, 0, 0, 2, 0, 2]",[7 7 1 0 3 0 7 6]
0,0,70,0.0,6.75527286529541,0.5,"[0, 0, 0, 1, 1, 3, 0, 0]",[2 2 3 7 7 8 1 4]
0,0,71,0.25,6.754412651062012,0.375,"[0, 3, 4, 2, 2, 0, 0, 0]",[7 3 9 6 3 0 9 7]
0,0,72,0.0,6.755600452423096,0.125,"[0, 0, 0, 2, 0, 2, 0, 0]",[4 5 6 1 6 9 6 5]
0,0,73,0.125,6.754079341888428,0.375,"[2, 0, 2, 0, 0, 1, 0, 0]",[4 9 6 0 6 9 7 2]
0,0,74,0.0,6.758947372436523,0.0,"[2, 2, 2, 0, 1, 2, 0, 1]",[5 9 5 5 8 1 1 5]
0,0,75,0.0,6.757326602935791,0.375,"[2, 0, 2, 0, 0, 0, 0, 0]",[4 3 1 6 1 9 3 5]
0,0,76,0.0,6.756864547729492,0.0,"[0, 0, 2, 2, 2, 0, 0, 0]",[8 7 6 6 9 9 4 6]
0,0,77,0.0,6.754464626312256,0.25,"[0, 0, 0, 0, 2, 2, 2, 3]",[1 6 4 6 1 7 0 9]
0,0,78,0.125,6.7544403076171875,0.25,"[0, 0, 0, 0, 2, 2, 3, 0]",[7 6 7 5 8 9 3 2]
0,0,79,0.25,6.753242492675781,0.375,"[0, 0, 0, 0, 0, 1, 1, 0]",[3 9 2 6 9 1 1 4]
0,0,80,0.125,6.755266189575195,0.375,"[0, 0, 0, 1, 0, 2, 0, 1]",[9 1 4 6 2 1 0 8]
0,0,81,0.25,6.754009246826172,0.375,"[0, 0, 0, 0, 0, 0, 2, 4]",[9 8 9 8 6 2 2 4]
0,0,82,0.125,6.755300998687744,0.125,"[0, 0, 0, 1, 0, 3, 0, 0]",[8 1 2 1 5 4 5 7]
0,0,83,0.0,6.755641460418701,0.125,"[0, 2, 2, 2, 0, 2, 8, 0]",[9 7 0 1 5 4 1 4]
0,0,84,0.125,6.75325870513916,0.25,"[0, 0, 2, 0, 0, 0, 0, 0]",[5 8 5 9 5 5 0 5]
0,0,85,0.0,6.756048202514648,0.25,"[0, 0, 2, 2, 2, 2, 0, 0]",[6 7 4 4 1 6 3 9]
0,0,86,0.125,6.754467487335205,0.25,"[0, 2, 0, 0, 2, 0, 0, 0]",[2 7 5 8 0 8 9 0]
0,0,87,0.125,6.753223419189453,0.375,"[0, 2, 0, 0, 0, 0, 0, 0]",[6 7 8 2 7 5 0 6]
0,0,88,0.625,6.753655910491943,0.875,"[1, 1, 0, 0, 2, 0, 0, 3]",[1 1 0 6 4 0 3 3]
0,0,89,0.125,6.753256797790527,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 3 2 5 2 8 2 0]
0,0,90,0.125,6.755702972412109,0.625,"[2, 0, 2, 0, 2, 5, 1, 0]",[4 9 5 6 4 7 1 3]
0,0,91,0.125,6.754433631896973,0.375,"[0, 0, 2, 0, 2, 0, 3, 0]",[6 9 8 0 7 7 5 2]
0,0,92,0.375,6.7540178298950195,0.5,"[0, 0, 1, 0, 2, 0, 0, 2]",[0 5 1 2 1 9 7 2]
0,0,93,0.0,6.754081726074219,0.125,"[0, 0, 0, 0, 2, 0, 2, 3]",[4 3 5 9 4 3 7 7]
0,0,94,0.125,6.754846096038818,0.5,"[2, 0, 1, 2, 0, 2, 4, 0]",[8 3 2 0 7 7 4 1]
0,0,95,0.0,6.754416465759277,0.75,"[0, 7, 0, 3, 3, 0, 0, 7]",[1 9 6 7 7 1 3 3]
0,0,96,0.125,6.7556610107421875,0.25,"[0, 0, 1, 1, 2, 0, 0, 0]",[6 9 1 6 7 4 8 2]
0,0,97,0.125,6.7544684410095215,0.375,"[2, 0, 2, 0, 0, 0, 0, 0]",[2 5 0 3 2 6 7 3]
0,0,98,0.25,6.754052639007568,0.375,"[0, 0, 0, 2, 1, 0, 0, 0]",[4 7 4 6 1 0 7 3]
0,0,99,0.25,6.754832744598389,0.375,"[0, 1, 0, 1, 2, 0, 7, 7]",[9 1 6 6 4 3 4 7]
0,0,100,0.125,6.756074905395508,0.5,"[1, 3, 1, 2, 0, 2, 0, 0]",[3 5 3 4 4 2 2 7]
0,0,101,0.0,6.754880428314209,0.375,"[3, 0, 2, 2, 0, 2, 2, 0]",[8 3 8 4 8 0 5 4]
0,0,102,0.125,6.753223896026611,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 5 6 2 7 8 7 0]
0,0,103,0.125,6.754066467285156,0.625,"[0, 2, 1, 1, 0, 0, 0, 1]",[5 4 3 1 4 7 2 2]
0,0,104,0.125,6.754879474639893,0.125,"[2, 0, 0, 2, 0, 3, 0, 1]",[0 7 4 2 7 1 8 8]
0,0,105,0.125,6.753258228302002,0.625,"[1, 0, 0, 0, 0, 2, 0, 2]",[1 2 2 4 9 7 3 3]
0,0,106,0.0,6.756499290466309,0.375,"[0, 3, 2, 0, 0, 2, 2, 0]",[6 7 5 4 2 3 1 5]
0,0,107,0.25,6.753237247467041,0.5,"[0, 1, 0, 2, 0, 0, 0, 2]",[4 2 4 7 7 5 0 2]
0,0,108,0.25,6.754004001617432,0.25,"[0, 1, 0, 0, 0, 0, 0, 0]",[3 6 0 0 5 9 4 9]
0,0,109,0.25,6.753668308258057,0.625,"[1, 0, 0, 2, 0, 0, 1, 0]",[1 3 8 9 2 4 1 3]
0,0,110,0.125,6.754032135009766,0.25,"[0, 2, 0, 0, 0, 3, 0, 2]",[5 2 2 1 6 5 8 7]
0,0,111,0.25,6.754490852355957,0.5,"[2, 0, 0, 2, 7, 0, 7, 0]",[4 8 9 8 7 3 1 0]
0,0,112,0.25,6.754456520080566,0.625,"[1, 0, 2, 3, 2, 0, 0, 0]",[1 4 1 3 4 2 2 9]
0,0,113,0.125,6.7532453536987305,0.375,"[0, 2, 7, 0, 1, 2, 1, 0]",[2 7 9 9 1 5 8 7]
0,0,114,0.0,6.755275726318359,0.5,"[2, 0, 0, 4, 0, 2, 2, 2]",[8 2 3 7 8 4 0 3]
0,0,115,0.125,6.754827499389648,0.25,"[2, 0, 2, 2, 0, 0, 1, 0]",[9 5 4 2 4 9 9 1]
0,0,116,0.0,6.7544426918029785,0.5,"[2, 0, 0, 0, 0, 0, 0, 0]",[7 7 3 5 3 2 1 9]
0,0,117,0.0,6.753634929656982,0.5,"[2, 2, 2, 0, 0, 0, 0, 0]",[8 4 0 2 5 2 3 6]
0,0,118,0.25,6.755685329437256,0.375,"[0, 0, 9, 6, 0, 2, 3, 1]",[1 7 8 9 5 1 3 1]
0,0,119,0.25,6.757325649261475,0.375,"[2, 4, 2, 0, 0, 0, 3, 0]",[2 1 2 2 6 1 4 7]
0,0,120,0.125,6.754062175750732,0.375,"[4, 0, 2, 2, 0, 2, 2, 0]",[1 8 2 7 8 3 6 4]
0,0,121,0.125,6.755653381347656,0.375,"[0, 1, 0, 0, 0, 1, 0, 7]",[7 5 3 6 7 1 2 5]
0,0,122,0.0,6.7540459632873535,0.25,"[0, 0, 0, 0, 0, 0, 0, 2]",[9 4 2 8 2 8 7 4]
0,0,123,0.0,6.754021644592285,0.375,"[0, 0, 0, 0, 0, 2, 0, 1]",[4 3 4 1 6 3 6 8]
0,0,124,0.25,6.754032135009766,0.375,"[2, 0, 1, 0, 2, 0, 0, 2]",[2 0 3 9 1 9 5 0]
0,0,125,0.0,6.754464149475098,0.25,"[3, 7, 4, 0, 0, 0, 0, 1]",[6 1 5 5 4 9 4 7]
0,0,126,0.25,6.75479793548584,0.625,"[0, 0, 2, 0, 0, 0, 0, 3]",[3 0 1 3 5 3 0 7]
0,0,127,0.125,6.7532196044921875,0.5,"[0, 0, 0, 2, 0, 0, 0, 0]",[3 9 3 6 7 3 8 0]
0,0,128,0.0,6.755702018737793,0.25,"[0, 0, 0, 0, 0, 0, 2, 0]",[7 2 1 9 5 5 0 4]
0,0,129,0.25,6.753972053527832,0.75,"[7, 0, 0, 0, 2, 0, 2, 3]",[7 9 0 3 4 2 4 2]
0,0,130,0.125,6.756468296051025,0.375,"[2, 2, 2, 3, 0, 2, 1, 2]",[1 1 0 0 6 3 1 3]
0,0,131,0.0,6.755626201629639,0.25,"[1, 3, 2, 2, 1, 0, 1, 2]",[0 7 0 0 8 5 9 6]
0,0,132,0.125,6.754406452178955,0.5,"[0, 1, 2, 0, 0, 0, 2, 1]",[2 1 7 2 3 7 6 8]
0,0,133,0.0,6.7536396980285645,0.125,"[0, 1, 0, 0, 2, 1, 0, 0]",[5 4 6 6 8 8 7 3]
0,0,134,0.375,6.754796981811523,0.5,"[0, 1, 0, 2, 2, 2, 0, 2]",[0 1 0 7 9 6 7 4]
0,0,135,0.0,6.754058361053467,0.25,"[5, 3, 2, 0, 2, 1, 0, 2]",[6 9 3 9 8 5 9 4]
0,0,136,0.0,6.754083156585693,0.625,"[0, 0, 0, 0, 0, 0, 2, 0]",[8 1 2 2 7 3 1 2]
0,0,137,0.125,6.755681991577148,0.125,"[2, 0, 2, 0, 1, 2, 0, 1]",[6 5 9 5 9 3 5 1]
0,0,138,0.125,6.753242015838623,0.5,"[0, 3, 2, 0, 2, 0, 0, 2]",[3 3 7 8 9 3 5 3]
0,0,139,0.125,6.754024982452393,0.625,"[0, 2, 0, 2, 2, 2, 1, 2]",[3 9 8 4 0 3 1 4]
0,0,140,0.25,6.7544097900390625,0.25,"[2, 0, 0, 0, 0, 0, 2, 1]",[0 6 5 4 0 4 1 1]
0,0,141,0.125,6.754422664642334,0.375,"[0, 0, 1, 0, 2, 0, 0, 0]",[1 0 4 5 5 1 4 4]
0,0,142,0.125,6.754466533660889,0.25,"[0, 0, 0, 1, 1, 0, 0, 0]",[2 1 8 1 8 4 6 8]
0,0,143,0.125,6.753200054168701,0.375,"[2, 0, 1, 0, 0, 1, 2, 0]",[6 9 1 3 7 4 7 2]
0,0,144,0.125,6.754076957702637,0.375,"[2, 8, 0, 0, 0, 0, 0, 0]",[2 1 7 4 6 3 6 2]
0,0,145,0.125,6.75528621673584,0.5,"[1, 0, 2, 0, 2, 2, 2, 0]",[2 0 5 6 0 6 6 3]
0,0,146,0.25,6.753262996673584,0.5,"[0, 0, 2, 0, 0, 0, 1, 0]",[7 2 2 4 2 7 1 8]
0,0,147,0.25,6.753185749053955,0.5,"[0, 0, 0, 0, 0, 2, 2, 0]",[3 4 4 0 3 8 3 0]
0,0,148,0.125,6.753993988037109,0.5,"[2, 4, 0, 0, 2, 0, 2, 0]",[3 9 9 5 2 5 5 3]
0,0,149,0.25,6.754438877105713,0.5,"[2, 0, 0, 2, 0, 0, 0, 1]",[1 6 9 3 0 3 4 1]
0,0,150,0.375,6.753260135650635,0.375,"[0, 0, 0, 0, 0, 0, 0, 2]",[3 7 0 8 0 6 6 2]
0,0,151,0.0,6.754462242126465,0.125,"[0, 0, 0, 2, 2, 2, 0, 0]",[9 7 5 9 4 1 7 9]
0,0,152,0.125,6.753645420074463,0.5,"[0, 2, 0, 0, 0, 3, 0, 0]",[3 4 5 3 9 1 0 6]
0,0,153,0.125,6.755642414093018,0.375,"[0, 2, 0, 0, 1, 7, 2, 0]",[1 9 7 3 1 9 7 2]
0,0,154,0.25,6.754758834838867,0.25,"[0, 0, 3, 2, 0, 0, 0, 0]",[6 0 0 4 8 7 0 6]
0,0,155,0.125,6.754841327667236,0.5,"[0, 3, 0, 0, 2, 1, 0, 7]",[8 5 7 1 7 1 2 8]
0,0,156,0.125,6.754405498504639,0.375,"[2, 0, 2, 0, 7, 0, 3, 2]",[6 6 4 7 7 7 5 3]
0,0,157,0.0,6.754039764404297,0.125,"[2, 2, 2, 0, 0, 0, 4, 0]",[6 1 7 9 6 2 8 9]
0,0,158,0.0,6.7540435791015625,0.375,"[2, 1, 0, 2, 0, 0, 0, 2]",[4 6 7 3 3 3 8 9]
0,0,159,0.125,6.753972053527832,0.75,"[2, 0, 2, 0, 1, 0, 2, 0]",[4 2 0 2 2 3 2 7]
0,0,160,0.0,6.754000663757324,0.125,"[0, 0, 0, 0, 0, 2, 1, 4]",[9 3 9 7 4 6 2 9]
0,0,161,0.125,6.753236293792725,0.5,"[0, 0, 0, 2, 0, 0, 0, 0]",[6 1 4 2 2 7 5 2]
0,0,162,0.0,6.753658294677734,0.375,"[0, 0, 0, 0, 0, 0, 0, 2]",[9 4 5 2 7 3 2 9]
0,0,163,0.25,6.754071235656738,0.625,"[0, 0, 0, 0, 2, 1, 0, 1]",[5 1 3 8 1 1 2 1]
0,0,164,0.125,6.753201007843018,0.25,"[0, 0, 0, 0, 1, 0, 0, 2]",[5 6 5 4 1 2 9 9]
0,0,165,0.25,6.754044055938721,0.375,"[0, 2, 0, 2, 1, 0, 0, 0]",[7 0 5 2 1 1 1 8]
0,0,166,0.125,6.756113052368164,0.25,"[0, 0, 3, 2, 0, 0, 2, 2]",[7 8 6 8 3 6 1 2]
0,0,167,0.125,6.7532639503479,0.375,"[0, 0, 0, 0, 1, 0, 0, 0]",[5 3 7 2 1 3 4 7]
0,0,168,0.0,6.753612518310547,0.25,"[0, 0, 0, 0, 0, 9, 0, 0]",[9 2 6 2 6 7 8 6]
0,0,169,0.25,6.754034519195557,0.625,"[2, 0, 0, 0, 3, 0, 0, 1]",[3 2 8 2 0 6 0 1]
0,0,170,0.125,6.754054546356201,0.125,"[0, 0, 0, 2, 0, 2, 2, 0]",[7 6 9 9 8 6 2 6]
0,0,171,0.125,6.755999565124512,0.25,"[1, 1, 0, 0, 0, 2, 0, 3]",[5 9 7 3 0 1 7 0]
0,0,172,0.125,6.753659725189209,0.25,"[0, 0, 0, 2, 0, 0, 2, 1]",[6 5 0 7 2 5 7 8]
0,0,173,0.0,6.754068851470947,0.375,"[0, 2, 0, 0, 1, 0, 0, 1]",[3 5 9 3 5 3 6 2]
0,0,174,0.0,6.755664825439453,0.125,"[0, 3, 1, 0, 0, 2, 0, 0]",[4 6 8 6 5 6 1 1]
0,0,175,0.125,6.754438877105713,0.125,"[0, 0, 2, 0, 0, 0, 2, 2]",[7 6 5 7 3 9 2 5]
0,0,176,0.25,6.753235340118408,0.75,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 0 3 2 9 4 2 0]
0,0,177,0.125,6.755243301391602,0.375,"[0, 1, 2, 0, 0, 0, 2, 0]",[4 8 7 2 8 4 2 7]
0,0,178,0.0,6.754068851470947,0.25,"[0, 0, 0, 0, 2, 0, 0, 1]",[2 9 6 8 0 8 7 2]
0,0,179,0.0,6.754886150360107,0.125,"[0, 0, 0, 2, 0, 0, 2, 0]",[5 6 9 9 4 6 4 9]
0,0,180,0.25,6.754387378692627,0.625,"[1, 0, 2, 0, 0, 0, 0, 3]",[1 2 2 7 7 5 3 7]
0,0,181,0.25,6.754401683807373,0.375,"[2, 4, 3, 0, 0, 0, 0, 0]",[2 0 2 5 3 0 9 4]
0,0,182,0.0,6.756021022796631,0.5,"[0, 2, 0, 2, 0, 2, 2, 0]",[1 4 3 5 5 6 4 2]
0,0,183,0.0,6.753201007843018,0.125,"[0, 0, 0, 0, 0, 2, 0, 0]",[4 8 5 8 7 8 5 2]
0,0,184,0.0,6.7540435791015625,0.25,"[0, 0, 1, 2, 2, 0, 0, 0]",[5 4 2 7 6 9 3 5]
0,0,185,0.0,6.753162384033203,0.375,"[0, 0, 2, 0, 2, 0, 0, 2]",[4 6 4 7 9 2 4 3]
0,0,186,0.125,6.754457473754883,0.25,"[1, 0, 0, 0, 2, 0, 0, 0]",[8 6 8 9 7 0 1 7]
0,0,187,0.125,6.754873275756836,0.375,"[1, 0, 0, 0, 0, 0, 2, 0]",[8 6 3 8 0 5 4 4]
0,0,188,0.125,6.755274295806885,0.5,"[2, 0, 0, 1, 2, 2, 0, 2]",[6 7 1 1 4 8 5 4]
0,0,189,0.125,6.753985404968262,0.25,"[2, 2, 0, 0, 2, 2, 0, 0]",[5 6 1 3 8 0 4 0]
0,0,190,0.0,6.755630016326904,0.0,"[0, 0, 2, 2, 3, 0, 2, 2]",[8 2 9 0 6 9 7 0]
0,0,191,0.125,6.754450798034668,0.5,"[0, 0, 1, 0, 0, 0, 2, 2]",[2 9 1 3 7 1 4 5]
0,0,192,0.25,6.754033088684082,0.625,"[2, 0, 2, 0, 1, 1, 0, 0]",[8 1 4 6 3 1 0 3]
0,0,193,0.0,6.753607749938965,0.375,"[0, 7, 2, 0, 0, 0, 0, 0]",[8 6 3 7 5 7 1 2]
0,0,194,0.0,6.753232955932617,0.125,"[0, 0, 0, 0, 0, 2, 2, 0]",[8 6 8 6 4 5 7 3]
0,0,195,0.25,6.753958225250244,0.5,"[2, 0, 0, 2, 0, 3, 2, 0]",[2 1 9 7 0 2 0 7]
0,0,196,0.125,6.754027843475342,0.75,"[0, 0, 0, 1, 0, 0, 0, 0]",[2 0 2 2 8 9 3 2]
0,0,197,0.125,6.7540459632873535,0.5,"[2, 0, 0, 2, 0, 2, 0, 0]",[0 8 6 7 3 3 0 3]
0,0,198,0.125,6.75404167175293,0.375,"[0, 0, 0, 0, 0, 0, 1, 1]",[8 7 1 2 8 3 9 1]
0,0,199,0.125,6.755255222320557,0.5,"[0, 9, 0, 0, 0, 3, 0, 0]",[2 1 5 3 5 5 3 0]
0,0,200,0.5,6.75399112701416,0.5,"[0, 0, 1, 1, 0, 0, 0, 0]",[0 8 1 1 8 6 0 8]
0,0,201,0.0,6.753993511199951,0.625,"[0, 0, 0, 0, 0, 2, 0, 0]",[4 1 7 2 3 4 2 5]
0,0,202,0.0,6.753965854644775,0.25,"[0, 0, 0, 2, 2, 2, 1, 1]",[3 3 7 6 0 6 7 6]
0,0,203,0.0,6.753673076629639,0.625,"[0, 2, 0, 0, 4, 2, 2, 3]",[4 3 3 2 1 8 4 7]
0,0,204,0.125,6.75319766998291,0.5,"[0, 0, 0, 0, 2, 0, 2, 0]",[4 6 4 2 6 0 3 1]
0,0,205,0.125,6.75324821472168,0.5,"[0, 2, 0, 0, 0, 0, 0, 0]",[7 2 1 1 2 7 8 6]
0,0,206,0.0,6.75404691696167,0.5,"[0, 0, 0, 0, 1, 0, 0, 0]",[4 3 3 3 8 2 8 3]
0,0,207,0.0,6.753256320953369,0.125,"[0, 1, 0, 0, 0, 2, 0, 0]",[6 3 7 5 5 9 8 6]
0,0,208,0.0,6.754029750823975,0.125,"[2, 0, 0, 0, 4, 0, 2, 0]",[4 8 9 6 1 5 4 9]
0,0,209,0.125,6.753210544586182,0.375,"[2, 0, 0, 1, 0, 0, 0, 0]",[4 7 8 1 9 9 8 1]
