,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,21,0.125,6.753183841705322,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 7 5 0 1 1 3 6]
0,0,22,0.25,6.753129005432129,0.625,"[0, 0, 0, 0, 2, 0, 0, 0]",[7 7 0 7 2 1 2 3]
0,0,23,0.25,6.753111839294434,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 0 8 4 9 3 5 9]
0,0,24,0.625,6.753111839294434,0.875,"[1, 0, 0, 0, 0, 0, 0, 0]",[1 1 0 0 1 8 0 0]
0,0,25,0.125,6.753192901611328,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 2 2 3 7 0 7 3]
0,0,26,0.0,6.753150463104248,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 4 5 7 2 2 3 4]
0,0,27,0.125,6.753138065338135,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 3 0 8 3 5 8 5]
0,0,28,0.125,6.75324010848999,0.625,"[0, 0, 0, 0, 0, 0, 0, 1]",[3 6 1 5 5 1 3 1]
0,0,29,0.0,6.756109714508057,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 5 1 2 9 1 1 9]
0,0,30,0.125,6.753197193145752,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 9 0 1 6 3 1 5]
0,0,31,0.25,6.753993511199951,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 6 4 9 9 0 1 0]
0,0,32,0.375,6.7530951499938965,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 6 8 0 0 4 3 7]
0,0,33,0.125,6.753180027008057,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 6 3 0 6 2 3 6]
0,0,34,0.0,6.755616188049316,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 5 2 9 2 8 3 1]
0,0,35,0.125,6.753201007843018,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 4 2 5 8 4 0 5]
0,0,36,0.125,6.753215789794922,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 0 9 6 7 7 9 1]
0,0,37,0.25,6.757584571838379,0.25,"[0, 0, 2, 0, 0, 0, 0, 0]",[4 0 9 1 1 5 0 4]
0,0,38,0.125,6.753570556640625,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 7 3 1 8 0 8 9]
0,0,39,0.125,6.753143787384033,0.125,"[2, 0, 0, 4, 0, 0, 0, 0]",[5 6 0 7 7 7 8 4]
0,0,40,0.25,6.753073692321777,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 0 1 7 7 6 4 0]
0,0,41,0.125,6.753122329711914,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 4 9 5 4 7 6 9]
0,0,42,0.125,6.753851413726807,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 2 5 0 4 6 1 5]
0,0,43,0.0,6.753242492675781,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 8 3 3 9 9 8 3]
0,0,44,0.0,6.75310754776001,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 4 4 6 7 7 6 7]
0,0,45,0.0,6.753109931945801,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 5 6 9 7 1 7 6]
0,0,46,0.25,6.7531609535217285,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 6 9 8 0 5 9 9]
0,0,47,0.25,6.753134250640869,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 3 9 7 0 8 6 3]
0,0,48,0.125,6.753220558166504,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 1 0 7 5 4 5 3]
0,0,49,0.125,6.753198623657227,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 1 1 6 5 9 0 9]
0,0,50,0.0,6.753567218780518,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 7 1 3 8 3 6 9]
0,0,51,0.125,6.753213405609131,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 2 5 0 3 5 3 2]
0,0,52,0.125,6.753511905670166,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 7 3 1 0 9 3 6]
0,0,53,0.0,6.753228187561035,0.875,"[0, 0, 0, 0, 0, 0, 2, 0]",[2 3 1 1 3 2 7 3]
0,0,54,0.0,6.75441837310791,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 4 1 9 1 2 1 6]
0,0,55,0.0,6.75321626663208,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 7 3 4 9 8 7 8]
0,0,56,0.125,6.753223419189453,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 3 0 9 3 9 3 6]
0,0,57,0.0,6.75313663482666,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 3 5 9 3 8 7 8]
0,0,58,0.0,6.753604888916016,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 1 1 8 3 8 9 4]
0,0,59,0.0,6.75314998626709,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 1 5 6 6 6 7 4]
0,0,60,0.5,6.753110408782959,0.75,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 8 2 5 1 0 0 0]
0,0,61,0.0,6.755258083343506,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 1 7 5 1 9 1 7]
0,0,62,0.0,6.753219127655029,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 8 8 4 2 5 8 7]
0,0,63,0.0,6.753152847290039,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 9 6 4 7 2 7 3]
0,0,64,0.0,6.753524303436279,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 3 2 6 1 2 9 6]
0,0,65,0.0,6.753522872924805,0.25,"[0, 2, 0, 0, 0, 0, 0, 0]",[4 0 2 8 5 5 9 3]
0,0,66,0.5,6.753088474273682,0.5,"[0, 0, 2, 0, 0, 1, 0, 0]",[0 0 9 6 0 1 4 5]
0,0,67,0.0,6.753098011016846,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 6 5 8 7 5 8 6]
0,0,68,0.125,6.753580570220947,0.375,"[0, 0, 0, 0, 0, 2, 0, 0]",[4 6 5 1 4 2 7 3]
0,0,69,0.0,6.7535810470581055,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]",[4 9 4 0 2 6 7 5]
0,0,70,0.125,6.75310754776001,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 0 7 5 8 4 4 3]
0,0,71,0.125,6.7531232833862305,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 0 4 3 5 7 6 4]
0,0,72,0.0,6.753970623016357,0.375,"[0, 0, 0, 0, 0, 0, 2, 0]",[4 1 6 1 7 1 1 3]
0,0,73,0.0,6.753122329711914,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]",[9 8 7 8 8 4 4 2]
0,0,74,0.0,6.753193378448486,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 6 8 5 1 5 4 1]
0,0,75,0.0,6.753210067749023,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 4 3 2 4 3 8 9]
0,0,76,0.125,6.753139972686768,0.75,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 2 3 6 2 3 3 0]
0,0,77,0.125,6.7531538009643555,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 4 6 3 1 0 3 9]
0,0,78,0.5,6.753242015838623,0.625,"[0, 1, 0, 0, 0, 0, 0, 0]",[9 1 9 0 0 2 7 0]
0,0,79,0.25,6.75308084487915,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 8 5 5 4 0 9 0]
0,0,80,0.125,6.753218650817871,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 0 3 6 9 5 3 9]
0,0,81,0.125,6.7532057762146,0.75,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 5 2 2 0 5 2 3]
0,0,82,0.25,6.753096103668213,0.375,"[0, 0, 0, 0, 0, 2, 0, 3]",[0 6 3 4 0 7 5 8]
0,0,83,0.0,6.753086566925049,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 6 4 7 2 5 4 9]
0,0,84,0.0,6.753972053527832,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 6 5 8 6 4 3 1]
0,0,85,0.375,6.753530025482178,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 7 0 6 0 2 0 8]
0,0,86,0.125,6.754785537719727,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 7 2 3 6 2 7 0]
0,0,87,0.125,6.7535529136657715,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 9 1 1 6 6 0 6]
0,0,88,0.25,6.75396203994751,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 2 3 4 7 0 0 1]
0,0,89,0.125,6.753591060638428,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 0 5 5 2 1 9 5]
0,0,90,0.25,6.753101348876953,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 3 0 9 0 2 8 7]
0,0,91,0.0,6.753177165985107,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 5 3 6 6 8 4 2]
0,0,92,0.0,6.753580570220947,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 2 3 1 9 1 9 8]
0,0,93,0.0,6.754401683807373,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 1 3 8 4 8 1 7]
0,0,94,0.25,6.753579616546631,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 1 0 0 7 5 7 4]
0,0,95,0.0,6.753157138824463,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 7 7 4 7 1 3 1]
0,0,96,0.0,6.753595352172852,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 4 2 4 1 9 4 9]
0,0,97,0.0,6.75318717956543,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 8 7 6 1 9 7 6]
0,0,98,0.25,6.753156661987305,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 6 6 0 7 0 4 9]
0,0,99,0.0,6.753991603851318,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 1 7 4 5 1 5 4]
0,0,100,0.125,6.7531962394714355,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 7 0 3 6 8 3 1]
0,1,0,0.375,6.753104209899902,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 8 0 5 0 7 6 5]
0,1,1,0.125,6.753192901611328,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 0 8 5 1 8 1 6]
0,1,2,0.0,6.753208637237549,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 9 6 9 4 4 3 3]
0,1,3,0.0,6.7531867027282715,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 8 9 7 2 9 5 2]
0,1,4,0.125,6.753223419189453,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 3 1 7 0 8 3 2]
0,1,5,0.25,6.753198623657227,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 0 5 7 9 3 4 5]
0,1,6,0.0,6.753244400024414,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 1 7 2 2 1 7 2]
0,1,7,0.125,6.75322151184082,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 9 0 8 6 2 8 7]
0,1,8,0.25,6.753176212310791,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 5 0 6 1 8 0 6]
0,1,9,0.25,6.753222465515137,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 2 0 0 2 5 2 4]
0,1,10,0.25,6.757225036621094,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 4 6 0 0 1 8 9]
0,1,11,0.0,6.75323486328125,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 8 4 8 3 5 3 8]
0,1,12,0.125,6.753194332122803,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 9 3 1 8 2 4 1]
0,1,13,0.375,6.753166675567627,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 6 3 9 0 0 9 0]
0,1,14,0.125,6.753242492675781,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 9 7 2 2 4 0 6]
0,1,15,0.0,6.753223896026611,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 8 8 7 9 6 2 2]
0,1,16,0.0,6.753177642822266,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 2 9 8 2 4 7 5]
0,1,17,0.125,6.753227710723877,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 4 1 4 9 4 2 9]
0,1,18,0.0,6.753262042999268,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 1 3 3 8 8 3 8]
0,1,19,0.125,6.75316047668457,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 5 2 8 7 2 5 3]
0,1,20,0.125,6.753222465515137,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 8 0 9 1 1 5 9]
0,1,21,0.125,6.7531962394714355,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 7 8 9 3 0 2 6]
0,1,22,0.0,6.753177642822266,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 7 3 2 9 5 8 6]
0,1,23,0.0,6.753253936767578,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 1 2 8 7 6 2 6]
0,1,24,0.0,6.753168106079102,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 2 2 9 7 4 6 1]
0,1,25,0.125,6.75322151184082,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 7 3 4 0 6 3 5]
0,1,26,0.125,6.753180980682373,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 8 4 2 0 2 4 1]
0,1,27,0.25,6.7535786628723145,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 4 8 1 0 3 0 1]
0,1,28,0.125,6.753594875335693,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 7 9 3 0 1 9 9]
0,1,29,0.125,6.7531914710998535,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 9 4 2 0 5 8 5]
0,1,30,0.0,6.753256320953369,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 3 2 7 4 3 1 8]
0,1,31,0.0,6.753201007843018,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 4 1 9 4 5 7 7]
0,1,32,0.125,6.7531890869140625,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 5 1 4 7 0 1 2]
0,1,33,0.0,6.753251075744629,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 2 4 4 2 9 8 9]
0,1,34,0.125,6.753170013427734,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 5 3 2 4 0 2 6]
0,1,35,0.125,6.7531914710998535,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 4 5 4 9 7 7 2]
0,1,36,0.0,6.753270626068115,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 2 8 9 8 7 5 1]
0,1,37,0.0,6.753172397613525,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 8 6 4 1 9 1 3]
0,1,38,0.0,6.753229141235352,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 8 5 6 1 2 9 1]
0,1,39,0.0,6.753178596496582,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 1 6 8 5 6 8 9]
0,1,40,0.0,6.753164291381836,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 6 7 6 4 3 4 9]
0,1,41,0.125,6.753164291381836,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 4 8 6 4 8 4 3]
0,1,42,0.125,6.753171443939209,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 7 0 4 1 7 6 1]
0,1,43,0.125,6.753159523010254,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 3 7 6 0 8 8 2]
0,1,44,0.0,6.754034996032715,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 9 8 7 3 5 1 3]
0,1,45,0.25,6.75314474105835,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 5 5 4 6 0 4 9]
0,1,46,0.125,6.753638744354248,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 0 7 1 1 9 1 6]
0,1,47,0.0,6.753223419189453,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 3 1 4 7 4 5 2]
0,1,48,0.25,6.7531819343566895,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 1 7 9 0 8 5 0]
0,1,49,0.0,6.7531609535217285,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 9 2 7 9 3 9 1]
0,1,50,0.125,6.753165245056152,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 5 6 3 7 9 6 0]
0,1,51,0.5,6.753114223480225,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 9 0 4 9 0 0 5]
0,1,52,0.0,6.753206253051758,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 4 4 4 4 9 9 3]
0,1,53,0.0,6.754446029663086,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 5 4 4 7 1 2 5]
0,1,54,0.0,6.753599643707275,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 1 6 9 1 4 9 6]
0,1,55,0.125,6.7531819343566895,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 7 9 1 3 3 5 0]
0,1,56,0.25,6.753149509429932,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 7 7 2 0 0 3 5]
0,1,57,0.0,6.753966331481934,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 4 7 2 1 7 5 4]
0,1,58,0.0,6.7532124519348145,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 5 6 4 8 2 2 1]
0,1,59,0.0,6.753180980682373,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 8 4 8 5 2 1 4]
0,1,60,0.125,6.753199100494385,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 1 8 0 3 2 3 7]
0,1,61,0.125,6.753176212310791,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 0 3 2 5 8 1 5]
0,1,62,0.0,6.753180980682373,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 7 9 9 2 6 9 7]
0,1,63,0.125,6.7532429695129395,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 0 2 2 8 8 8 1]
0,1,64,0.125,6.753198623657227,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 7 4 8 9 1 3 1]
0,1,65,0.125,6.753639221191406,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 8 5 2 4 0 8 2]
0,1,66,0.125,6.7531938552856445,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 7 6 9 4 0 2 4]
0,1,67,0.0,6.753220081329346,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 9 6 6 3 1 5 5]
0,1,68,0.25,6.753128528594971,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 1 9 0 4 5 4 8]
0,1,69,0.0,6.753200531005859,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 6 1 7 5 4 1 6]
0,1,70,0.25,6.753134250640869,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 1 4 0 6 5 5 2]
0,1,71,0.25,6.753119945526123,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 6 0 4 1 0 7 4]
0,1,72,0.125,6.753201484680176,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 7 3 9 2 8 5 0]
0,1,73,0.25,6.753204822540283,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 9 0 4 8 0 2 7]
0,1,74,0.125,6.753103256225586,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 3 1 4 1 0 6 9]
0,1,75,0.125,6.753195762634277,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 7 4 3 4 7 4 0]
0,1,76,0.0,6.7531538009643555,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 8 3 4 9 4 8 2]
0,1,77,0.125,6.753246307373047,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 1 7 1 8 1 9 7]
0,1,78,0.125,6.753218173980713,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 0 7 3 9 3 6 1]
0,1,79,0.0,6.753173828125,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 9 7 7 9 7 6 6]
0,1,80,0.25,6.7531890869140625,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 7 5 9 9 6 4 0]
0,1,81,0.125,6.753209114074707,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 0 9 5 4 4 2 1]
0,1,82,0.125,6.753243923187256,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 3 7 8 4 0 1 4]
0,1,83,0.125,6.753214359283447,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 9 5 5 1 8 0 7]
0,1,84,0.0,6.753211498260498,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 2 4 5 4 1 4 7]
0,1,85,0.375,6.753184795379639,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 1 0 0 0 8 1 4]
0,1,86,0.125,6.753219127655029,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 9 9 3 5 7 0 5]
0,1,87,0.0,6.753622055053711,0.375,"[0, 0, 3, 0, 0, 0, 0, 0]",[1 5 6 1 4 4 3 7]
0,1,88,0.125,6.753235340118408,0.875,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 3 0 1 2 4 2 3]
0,1,89,0.0,6.753264427185059,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 7 5 6 1 5 1 6]
0,1,90,0.125,6.753162860870361,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 5 0 1 3 4 9 8]
0,1,91,0.125,6.753226280212402,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 0 3 6 5 6 9 1]
0,1,92,0.125,6.7532057762146,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 7 7 4 1 6 3 0]
0,1,93,0.0,6.753235340118408,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 8 9 2 7 8 2 3]
0,1,94,0.25,6.753188133239746,0.75,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 0 9 2 2 1 7 0]
0,1,95,0.125,6.753233432769775,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 7 6 5 1 4 1 5]
0,1,96,0.0,6.753233432769775,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 9 7 3 3 1 8 6]
0,1,97,0.375,6.753194808959961,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 9 3 7 0 5 0 0]
0,1,98,0.0,6.753974437713623,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 7 2 2 7 6 5 9]
0,1,99,0.0,6.753203868865967,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 2 7 3 3 2 7 6]
0,1,100,0.0,6.753236293792725,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 8 9 2 3 4 4 4]
0,2,0,0.25,6.7531633377075195,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 1 0 9 2 8 8 0]
0,2,1,0.25,6.753142833709717,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[3 7 5 4 1 0 0 9]
0,2,2,0.375,6.753177642822266,0.625,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 2 7 6 1 0 0 0]
0,2,3,0.0,6.753242492675781,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[9 7 8 4 3 8 9 1]
0,2,4,0.125,6.753198623657227,0.75,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 2 3 3 1 3 0 5]
0,2,5,0.0,6.753231048583984,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 2 2 9 7 2 6 5]
0,2,6,0.0,6.753237724304199,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 1 1 7 7 2 4 7]
0,2,7,0.125,6.753211498260498,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 8 0 9 4 8 9 1]
