,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,0,13.25,0.0,0.0,[3],tensor([9])
0,0,13.375,0.0,1.0,[6],tensor([2])
0,0,13.5,1.0,1.0,[7],tensor([7])
0,0,13.625,0.0,0.0,[2],tensor([9])
0,0,13.75,0.0,1.0,[6],tensor([9])
0,0,13.875,0.0,1.0,[2],tensor([6])
0,0,14.0,1.0,1.0,[7],tensor([7])
0,0,14.125,1.0,1.0,[2],tensor([2])
0,0,14.25,0.0,0.0,[8],tensor([9])
0,0,14.375,0.0,0.0,[9],tensor([3])
0,0,14.5,0.0,1.0,[7],tensor([8])
0,0,14.625,1.0,1.0,[8],tensor([8])
0,0,14.75,1.0,1.0,[1],tensor([1])
0,0,14.875,1.0,1.0,[7],tensor([7])
0,0,15.0,1.0,1.0,[7],tensor([7])
0,0,15.125,1.0,1.0,[0],tensor([0])
0,0,15.25,0.0,0.0,[3],tensor([0])
0,0,15.375,1.0,1.0,[5],tensor([5])
0,0,15.5,1.0,1.0,[5],tensor([5])
0,0,15.625,0.0,1.0,[4],tensor([7])
0,0,15.75,1.0,1.0,[1],tensor([1])
0,0,15.875,1.0,1.0,[7],tensor([7])
0,0,16.0,0.0,1.0,[3],tensor([8])
0,0,16.125,1.0,1.0,[7],tensor([7])
0,0,16.25,0.0,0.0,[9],tensor([3])
0,0,16.375,0.0,0.0,[6],tensor([4])
0,0,16.5,1.0,1.0,[4],tensor([4])
0,0,16.625,0.0,0.0,[5],tensor([2])
0,0,16.75,0.0,0.0,[5],tensor([1])
0,0,16.875,0.0,1.0,[6],tensor([9])
0,0,17.0,0.0,0.0,[4],tensor([3])
0,0,17.125,1.0,1.0,[7],tensor([7])
0,0,17.25,0.0,0.0,[5],tensor([0])
0,0,17.375,0.0,0.0,[9],tensor([5])
0,0,17.5,0.0,1.0,[8],tensor([9])
0,0,17.625,0.0,0.0,[3],tensor([7])
0,0,17.75,1.0,1.0,[0],tensor([0])
0,0,17.875,0.0,1.0,[6],tensor([9])
0,0,18.0,0.0,0.0,[9],tensor([3])
0,0,18.125,1.0,1.0,[0],tensor([0])
0,0,18.25,1.0,1.0,[2],tensor([2])
0,0,18.375,1.0,1.0,[4],tensor([4])
0,0,18.5,1.0,1.0,[1],tensor([1])
0,0,18.625,1.0,1.0,[7],tensor([7])
0,0,18.75,0.0,0.0,[5],tensor([4])
0,0,18.875,1.0,1.0,[9],tensor([9])
0,0,19.0,0.0,0.0,[9],tensor([3])
0,0,19.125,0.0,0.0,[8],tensor([6])
0,0,19.25,1.0,1.0,[7],tensor([7])
0,0,19.375,1.0,1.0,[7],tensor([7])
0,0,19.5,0.0,0.0,[9],tensor([0])
0,0,19.625,1.0,1.0,[0],tensor([0])
0,0,19.75,1.0,1.0,[3],tensor([3])
0,0,19.875,0.0,1.0,[6],tensor([9])
0,0,20.0,0.0,1.0,[1],tensor([0])
0,0,20.125,0.0,1.0,[2],tensor([0])
0,0,20.25,0.0,0.0,[6],tensor([2])
0,0,20.375,1.0,1.0,[9],tensor([9])
0,0,20.5,1.0,1.0,[6],tensor([6])
0,0,20.625,0.0,0.0,[5],tensor([2])
0,0,20.75,0.0,1.0,[6],tensor([2])
0,0,20.875,1.0,1.0,[0],tensor([0])
0,0,21.0,0.0,0.0,[6],tensor([9])
0,0,21.125,0.0,1.0,[8],tensor([3])
0,0,21.25,0.0,0.0,[9],tensor([8])
0,0,21.375,0.0,1.0,[4],tensor([8])
0,0,21.5,0.0,0.0,[0],tensor([2])
0,0,21.625,1.0,1.0,[5],tensor([5])
0,0,21.75,1.0,1.0,[4],tensor([4])
0,0,21.875,1.0,1.0,[0],tensor([0])
0,0,22.0,0.0,0.0,[6],tensor([9])
0,0,22.125,0.0,0.0,[9],tensor([4])
0,0,22.25,1.0,1.0,[7],tensor([7])
0,0,22.375,0.0,0.0,[6],tensor([9])
0,0,22.5,0.0,1.0,[1],tensor([3])
0,0,22.625,1.0,1.0,[5],tensor([5])
0,0,22.75,0.0,1.0,[3],tensor([2])
0,0,22.875,0.0,1.0,[8],tensor([5])
0,0,23.0,0.0,1.0,[0],tensor([9])
0,0,23.125,0.0,0.0,[2],tensor([5])
0,0,23.25,0.0,0.0,[8],tensor([1])
0,0,23.375,0.0,0.0,[3],tensor([6])
0,0,23.5,0.0,1.0,[3],tensor([6])
0,0,23.625,0.0,1.0,[0],tensor([4])
0,0,23.75,0.0,1.0,[3],tensor([8])
0,0,23.875,0.0,0.0,[3],tensor([2])
0,0,24.0,0.0,0.0,[0],tensor([7])
0,0,24.125,1.0,1.0,[0],tensor([0])
0,0,24.25,1.0,1.0,[7],tensor([7])
0,0,24.375,0.0,1.0,[5],tensor([9])
0,0,24.5,1.0,1.0,[7],tensor([7])
0,0,24.625,0.0,1.0,[6],tensor([9])
0,0,24.75,1.0,1.0,[8],tensor([8])
0,0,24.875,0.0,1.0,[4],tensor([9])
0,0,25.0,0.0,0.0,[9],tensor([3])
0,0,25.125,1.0,1.0,[4],tensor([4])
0,0,25.25,0.0,1.0,[2],tensor([6])
0,0,25.375,0.0,1.0,[2],tensor([4])
0,0,25.5,1.0,1.0,[1],tensor([1])
0,0,25.625,0.0,0.0,[6],tensor([9])
0,0,25.75,0.0,1.0,[7],tensor([5])
0,0,25.875,1.0,1.0,[5],tensor([5])
0,0,26.0,0.0,1.0,[8],tensor([3])
0,0,26.125,1.0,1.0,[7],tensor([7])
0,0,26.25,0.0,1.0,[4],tensor([5])
0,0,26.375,0.0,0.0,[6],tensor([2])
0,0,26.5,0.0,0.0,[8],tensor([5])
0,0,26.625,0.0,0.0,[9],tensor([2])
0,0,26.75,0.0,0.0,[4],tensor([3])
0,0,26.875,1.0,1.0,[4],tensor([4])
0,0,27.0,1.0,1.0,[7],tensor([7])
0,0,27.125,1.0,1.0,[7],tensor([7])
0,0,27.25,1.0,1.0,[2],tensor([2])
0,0,27.375,0.0,1.0,[6],tensor([9])
0,0,27.5,0.0,0.0,[8],tensor([5])
0,0,27.625,1.0,1.0,[1],tensor([1])
0,0,27.75,0.0,1.0,[2],tensor([5])
0,0,27.875,0.0,1.0,[2],tensor([8])
0,0,28.0,0.0,1.0,[3],tensor([8])
0,0,28.125,1.0,1.0,[1],tensor([1])
0,0,28.25,0.0,1.0,[8],tensor([6])
0,0,28.375,0.0,0.0,[3],tensor([8])
0,0,28.5,1.0,1.0,[6],tensor([6])
0,0,28.625,0.0,0.0,[6],tensor([2])
0,0,28.75,0.0,1.0,[4],tensor([7])
0,0,28.875,1.0,1.0,[2],tensor([2])
0,0,29.0,0.0,1.0,[1],tensor([3])
0,0,29.125,0.0,1.0,[5],tensor([9])
0,0,29.25,0.0,0.0,[0],tensor([5])
0,0,29.375,0.0,0.0,[3],tensor([1])
0,0,29.5,0.0,1.0,[2],tensor([4])
0,0,29.625,1.0,1.0,[1],tensor([1])
0,0,29.75,0.0,1.0,[2],tensor([4])
0,0,29.875,1.0,1.0,[1],tensor([1])
0,0,30.0,0.0,0.0,[3],tensor([0])
0,0,30.125,1.0,1.0,[7],tensor([7])
0,0,30.25,0.0,0.0,[6],tensor([9])
0,0,30.375,0.0,0.0,[6],tensor([9])
0,0,30.5,1.0,1.0,[0],tensor([0])
0,0,30.625,0.0,1.0,[2],tensor([6])
0,0,30.75,1.0,1.0,[3],tensor([3])
0,0,30.875,0.0,0.0,[5],tensor([2])
0,0,31.0,1.0,1.0,[7],tensor([7])
0,0,31.125,0.0,1.0,[1],tensor([3])
0,0,31.25,1.0,1.0,[6],tensor([6])
0,0,31.375,1.0,1.0,[9],tensor([9])
0,0,31.5,0.0,1.0,[0],tensor([4])
0,0,31.625,0.0,1.0,[4],tensor([7])
0,0,31.75,0.0,0.0,[2],tensor([8])
0,0,31.875,0.0,0.0,[8],tensor([1])
0,0,32.0,0.0,0.0,[4],tensor([5])
0,0,32.125,1.0,1.0,[7],tensor([7])
0,0,32.25,0.0,0.0,[9],tensor([3])
0,0,32.375,0.0,1.0,[2],tensor([8])
0,0,32.5,0.0,1.0,[6],tensor([9])
0,0,32.625,0.0,0.0,[9],tensor([4])
0,0,32.75,1.0,1.0,[5],tensor([5])
0,0,32.875,0.0,1.0,[1],tensor([3])
0,0,33.0,0.0,0.0,[6],tensor([5])
0,0,33.125,0.0,0.0,[3],tensor([0])
0,0,33.25,1.0,1.0,[7],tensor([7])
0,0,33.375,1.0,1.0,[7],tensor([7])
0,0,33.5,1.0,1.0,[5],tensor([5])
0,0,33.625,1.0,1.0,[9],tensor([9])
0,0,33.75,1.0,1.0,[7],tensor([7])
0,0,33.875,1.0,1.0,[2],tensor([2])
0,0,34.0,0.0,0.0,[5],tensor([9])
0,0,34.125,0.0,1.0,[0],tensor([9])
0,0,34.25,1.0,1.0,[7],tensor([7])
0,0,34.375,0.0,0.0,[8],tensor([2])
0,0,34.5,0.0,1.0,[7],tensor([1])
0,0,34.625,0.0,0.0,[6],tensor([5])
0,0,34.75,1.0,1.0,[4],tensor([4])
0,0,34.875,1.0,1.0,[4],tensor([4])
0,0,35.0,0.0,0.0,[3],tensor([4])
0,0,35.125,0.0,0.0,[6],tensor([5])
0,0,35.25,0.0,0.0,[9],tensor([5])
0,0,35.375,1.0,1.0,[5],tensor([5])
0,0,35.5,0.0,0.0,[0],tensor([9])
0,0,35.625,0.0,0.0,[3],tensor([8])
0,0,35.75,0.0,0.0,[3],tensor([6])
0,0,35.875,1.0,1.0,[2],tensor([2])
0,0,36.0,1.0,1.0,[7],tensor([7])
0,0,36.125,0.0,0.0,[3],tensor([8])
0,0,36.25,0.0,0.0,[3],tensor([9])
0,0,36.375,1.0,1.0,[1],tensor([1])
0,0,36.5,0.0,0.0,[9],tensor([0])
0,0,36.625,0.0,1.0,[1],tensor([3])
0,0,36.75,0.0,1.0,[6],tensor([9])
0,0,36.875,0.0,0.0,[8],tensor([4])
0,0,37.0,0.0,0.0,[7],tensor([8])
0,0,37.125,0.0,1.0,[3],tensor([6])
0,0,37.25,0.0,0.0,[4],tensor([8])
0,0,37.375,0.0,0.0,[5],tensor([8])
0,0,37.5,0.0,0.0,[5],tensor([2])
0,0,37.625,1.0,1.0,[9],tensor([9])
0,0,37.75,0.0,0.0,[6],tensor([2])
0,0,37.875,0.0,0.0,[3],tensor([2])
0,0,38.0,0.0,0.0,[0],tensor([5])
0,0,38.125,0.0,0.0,[9],tensor([4])
0,0,38.25,0.0,1.0,[0],tensor([4])
0,0,38.375,0.0,1.0,[2],tensor([4])
0,0,38.5,0.0,1.0,[1],tensor([3])
0,0,38.625,0.0,0.0,[4],tensor([3])
0,0,38.75,0.0,0.0,[3],tensor([5])
0,0,38.875,0.0,1.0,[3],tensor([8])
0,0,39.0,0.0,1.0,[8],tensor([5])
0,0,39.125,1.0,1.0,[9],tensor([9])
0,0,39.25,1.0,1.0,[1],tensor([1])
0,0,39.375,1.0,1.0,[7],tensor([7])
0,0,39.5,1.0,1.0,[1],tensor([1])
0,0,39.625,0.0,1.0,[4],tensor([5])
0,0,39.75,1.0,1.0,[1],tensor([1])
0,0,39.875,0.0,1.0,[2],tensor([9])
0,0,40.0,0.0,0.0,[9],tensor([4])
0,0,40.125,0.0,1.0,[1],tensor([3])
0,0,40.25,1.0,1.0,[7],tensor([7])
0,0,40.375,1.0,1.0,[1],tensor([1])
0,0,40.5,1.0,1.0,[0],tensor([0])
0,0,40.625,1.0,1.0,[0],tensor([0])
0,0,40.75,0.0,1.0,[1],tensor([0])
0,0,40.875,0.0,0.0,[5],tensor([2])
0,0,41.0,0.0,0.0,[9],tensor([2])
0,0,41.125,0.0,1.0,[6],tensor([9])
0,0,41.25,0.0,0.0,[0],tensor([8])
0,0,41.375,1.0,1.0,[0],tensor([0])
0,0,41.5,0.0,1.0,[2],tensor([6])
0,0,41.625,0.0,1.0,[1],tensor([3])
0,0,41.75,0.0,0.0,[5],tensor([2])
0,0,41.875,0.0,0.0,[5],tensor([4])
0,0,42.0,0.0,1.0,[2],tensor([4])
0,0,42.125,0.0,1.0,[1],tensor([3])
0,0,42.25,1.0,1.0,[2],tensor([2])
0,0,42.375,0.0,0.0,[0],tensor([5])
0,0,42.5,0.0,0.0,[8],tensor([0])
0,0,42.625,0.0,0.0,[0],tensor([9])
0,0,42.75,0.0,0.0,[2],tensor([4])
0,0,42.875,0.0,0.0,[6],tensor([9])
0,0,43.0,0.0,1.0,[1],tensor([3])
0,0,43.125,1.0,1.0,[6],tensor([6])
0,0,43.25,0.0,1.0,[3],tensor([4])
0,0,43.375,0.0,0.0,[6],tensor([9])
0,0,43.5,0.0,1.0,[0],tensor([4])
0,0,43.625,0.0,1.0,[3],tensor([4])
0,0,43.75,1.0,1.0,[5],tensor([5])
0,0,43.875,0.0,1.0,[0],tensor([9])
0,0,44.0,1.0,1.0,[5],tensor([5])
0,0,44.125,1.0,1.0,[9],tensor([9])
0,0,44.25,0.0,0.0,[5],tensor([3])
0,0,44.375,1.0,1.0,[4],tensor([4])
0,0,44.5,0.0,0.0,[0],tensor([9])
0,0,44.625,0.0,1.0,[5],tensor([9])
0,0,44.75,0.0,0.0,[7],tensor([3])
0,0,44.875,1.0,1.0,[5],tensor([5])
0,0,45.0,1.0,1.0,[8],tensor([8])
0,0,45.125,0.0,0.0,[5],tensor([4])
0,0,45.25,0.0,1.0,[3],tensor([4])
0,0,45.375,1.0,1.0,[3],tensor([3])
0,0,45.5,0.0,1.0,[1],tensor([0])
0,0,45.625,0.0,1.0,[8],tensor([5])
0,0,45.75,0.0,0.0,[6],tensor([9])
0,0,45.875,1.0,1.0,[6],tensor([6])
0,0,46.0,1.0,1.0,[7],tensor([7])
0,0,46.125,0.0,0.0,[0],tensor([8])
0,0,46.25,1.0,1.0,[7],tensor([7])
0,0,46.375,1.0,1.0,[5],tensor([5])
0,0,46.5,1.0,1.0,[5],tensor([5])
0,0,46.625,0.0,0.0,[5],tensor([7])
0,0,46.75,0.0,1.0,[4],tensor([2])
0,0,46.875,0.0,1.0,[4],tensor([7])
0,0,47.0,1.0,1.0,[1],tensor([1])
0,0,47.125,0.0,0.0,[8],tensor([5])
0,0,47.25,0.0,1.0,[3],tensor([8])
0,0,47.375,0.0,0.0,[8],tensor([5])
0,0,47.5,0.0,0.0,[4],tensor([6])
0,0,47.625,1.0,1.0,[2],tensor([2])
0,0,47.75,0.0,1.0,[0],tensor([5])
0,0,47.875,1.0,1.0,[2],tensor([2])
0,0,48.0,1.0,1.0,[3],tensor([3])
0,0,48.125,0.0,0.0,[6],tensor([5])
0,0,48.25,0.0,0.0,[8],tensor([2])
0,0,48.375,0.0,0.0,[5],tensor([6])
0,0,48.5,1.0,1.0,[8],tensor([8])
0,0,48.625,0.0,0.0,[4],tensor([1])
0,0,48.75,0.0,0.0,[5],tensor([4])
0,0,48.875,1.0,1.0,[7],tensor([7])
0,0,49.0,0.0,1.0,[8],tensor([3])
0,0,49.125,1.0,1.0,[4],tensor([4])
0,0,49.25,0.0,0.0,[4],tensor([2])
0,0,49.375,0.0,0.0,[5],tensor([2])
0,0,49.5,0.0,1.0,[1],tensor([3])
0,0,49.625,1.0,1.0,[7],tensor([7])
0,0,49.75,1.0,1.0,[1],tensor([1])
0,0,49.875,0.0,1.0,[7],tensor([8])
0,0,50.0,1.0,1.0,[7],tensor([7])
0,0,50.125,0.0,0.0,[9],tensor([0])
0,0,50.25,0.0,1.0,[3],tensor([9])
0,0,50.375,0.0,1.0,[8],tensor([0])
0,0,50.5,0.0,0.0,[5],tensor([8])
0,0,50.625,0.0,0.0,[9],tensor([8])
0,0,50.75,0.0,0.0,[2],tensor([6])
0,0,50.875,0.0,1.0,[3],tensor([4])
0,0,51.0,1.0,1.0,[9],tensor([9])
0,0,51.125,0.0,1.0,[1],tensor([0])
0,0,51.25,0.0,0.0,[4],tensor([6])
0,0,51.375,1.0,1.0,[3],tensor([3])
0,0,51.5,0.0,0.0,[9],tensor([3])
0,0,51.625,0.0,1.0,[2],tensor([4])
0,0,51.75,1.0,1.0,[1],tensor([1])
0,0,51.875,0.0,0.0,[9],tensor([3])
0,0,52.0,0.0,0.0,[9],tensor([2])
0,0,52.125,0.0,1.0,[2],tensor([8])
0,0,52.25,0.0,1.0,[3],tensor([9])
0,0,52.375,0.0,0.0,[5],tensor([8])
0,0,52.5,0.0,0.0,[9],tensor([3])
0,0,52.625,0.0,0.0,[7],tensor([8])
0,0,52.75,0.0,1.0,[1],tensor([3])
0,0,52.875,1.0,1.0,[6],tensor([6])
0,0,53.0,1.0,1.0,[2],tensor([2])
0,0,53.125,0.0,0.0,[7],tensor([1])
0,0,53.25,0.0,1.0,[0],tensor([9])
0,0,53.375,0.0,0.0,[8],tensor([0])
0,0,53.5,0.0,0.0,[5],tensor([1])
0,0,53.625,0.0,0.0,[3],tensor([2])
0,0,53.75,0.0,0.0,[7],tensor([8])
0,0,53.875,0.0,0.0,[9],tensor([4])
0,0,54.0,0.0,1.0,[8],tensor([0])
0,0,54.125,1.0,1.0,[7],tensor([7])
0,0,54.25,0.0,0.0,[4],tensor([7])
0,0,54.375,0.0,0.0,[8],tensor([2])
0,0,54.5,1.0,1.0,[8],tensor([8])
0,0,54.625,0.0,0.0,[8],tensor([5])
0,0,54.75,0.0,0.0,[9],tensor([3])
0,0,54.875,1.0,1.0,[3],tensor([3])
0,0,55.0,1.0,1.0,[1],tensor([1])
0,0,55.125,0.0,1.0,[1],tensor([3])
0,0,55.25,0.0,0.0,[6],tensor([9])
0,0,55.375,0.0,0.0,[8],tensor([4])
0,0,55.5,0.0,0.0,[6],tensor([9])
0,0,55.625,0.0,0.0,[2],tensor([6])
0,0,55.75,0.0,0.0,[8],tensor([0])
0,0,55.875,0.0,1.0,[8],tensor([4])
0,0,56.0,0.0,0.0,[3],tensor([5])
0,0,56.125,1.0,1.0,[4],tensor([4])
0,0,56.25,1.0,1.0,[2],tensor([2])
0,0,56.375,0.0,0.0,[9],tensor([4])
0,0,56.5,0.0,0.0,[5],tensor([3])
0,0,56.625,0.0,1.0,[0],tensor([9])
0,0,56.75,0.0,1.0,[6],tensor([2])
0,0,56.875,0.0,0.0,[6],tensor([9])
0,0,57.0,0.0,0.0,[2],tensor([7])
0,0,57.125,0.0,0.0,[4],tensor([8])
0,0,57.25,0.0,0.0,[4],tensor([7])
0,0,57.375,1.0,1.0,[5],tensor([5])
0,0,57.5,0.0,0.0,[6],tensor([2])
0,0,57.625,0.0,0.0,[0],tensor([5])
0,0,57.75,0.0,1.0,[4],tensor([7])
0,0,57.875,0.0,0.0,[4],tensor([3])
0,0,58.0,0.0,0.0,[6],tensor([5])
0,0,58.125,0.0,1.0,[0],tensor([9])
0,0,58.25,0.0,0.0,[8],tensor([0])
0,0,58.375,0.0,1.0,[8],tensor([1])
0,0,58.5,0.0,0.0,[9],tensor([4])
0,0,58.625,1.0,1.0,[7],tensor([7])
0,0,58.75,0.0,0.0,[5],tensor([3])
0,0,58.875,1.0,1.0,[9],tensor([9])
0,0,59.0,1.0,1.0,[7],tensor([7])
0,0,59.125,1.0,1.0,[9],tensor([9])
0,0,59.25,0.0,1.0,[8],tensor([2])
0,0,59.375,0.0,0.0,[9],tensor([4])
0,0,59.5,0.0,1.0,[7],tensor([8])
0,0,59.625,0.0,0.0,[8],tensor([9])
0,0,59.75,0.0,0.0,[0],tensor([9])
0,0,59.875,1.0,1.0,[8],tensor([8])
0,0,60.0,0.0,1.0,[3],tensor([8])
0,0,60.125,0.0,0.0,[8],tensor([5])
0,0,60.25,0.0,1.0,[3],tensor([4])
0,0,60.375,1.0,1.0,[1],tensor([1])
0,0,60.5,0.0,1.0,[5],tensor([0])
0,0,60.625,0.0,1.0,[4],tensor([7])
0,0,60.75,1.0,1.0,[8],tensor([8])
0,0,60.875,0.0,1.0,[2],tensor([8])
0,0,61.0,0.0,1.0,[2],tensor([3])
0,0,61.125,0.0,1.0,[4],tensor([7])
0,0,61.25,0.0,1.0,[2],tensor([4])
0,0,61.375,0.0,1.0,[0],tensor([9])
0,0,61.5,0.0,1.0,[0],tensor([5])
0,0,61.625,1.0,1.0,[7],tensor([7])
0,0,61.75,0.0,0.0,[9],tensor([3])
0,0,61.875,0.0,0.0,[5],tensor([2])
0,0,62.0,1.0,1.0,[4],tensor([4])
0,0,62.125,1.0,1.0,[9],tensor([9])
0,0,62.25,1.0,1.0,[2],tensor([2])
0,0,62.375,0.0,1.0,[0],tensor([9])
0,0,62.5,0.0,1.0,[2],tensor([4])
0,0,62.625,0.0,0.0,[3],tensor([5])
0,0,62.75,1.0,1.0,[7],tensor([7])
0,0,62.875,1.0,1.0,[3],tensor([3])
0,0,63.0,1.0,1.0,[0],tensor([0])
0,0,63.125,0.0,0.0,[9],tensor([7])
0,0,63.25,1.0,1.0,[0],tensor([0])
0,0,63.375,0.0,1.0,[0],tensor([9])
0,0,63.5,0.0,0.0,[8],tensor([5])
0,0,63.625,0.0,1.0,[3],tensor([8])
0,0,63.75,0.0,0.0,[8],tensor([0])
0,0,63.875,1.0,1.0,[1],tensor([1])
0,0,64.0,0.0,0.0,[8],tensor([5])
0,0,64.125,0.0,1.0,[7],tensor([1])
0,0,64.25,0.0,1.0,[2],tensor([9])
0,0,64.375,0.0,1.0,[8],tensor([3])
0,0,64.5,1.0,1.0,[1],tensor([1])
0,0,64.625,0.0,0.0,[2],tensor([4])
0,0,64.75,1.0,1.0,[1],tensor([1])
0,0,64.875,0.0,1.0,[2],tensor([8])
0,0,65.0,0.0,1.0,[2],tensor([6])
0,0,65.125,0.0,1.0,[1],tensor([3])
0,0,65.25,1.0,1.0,[7],tensor([7])
0,0,65.375,0.0,1.0,[6],tensor([5])
0,0,65.5,0.0,1.0,[2],tensor([4])
0,0,65.625,0.0,0.0,[7],tensor([8])
0,0,65.75,0.0,0.0,[3],tensor([8])
0,0,65.875,1.0,1.0,[1],tensor([1])
0,0,66.0,0.0,0.0,[6],tensor([0])
0,0,66.125,0.0,0.0,[6],tensor([5])
0,0,66.25,0.0,1.0,[3],tensor([6])
0,0,66.375,0.0,0.0,[4],tensor([1])
0,0,66.5,1.0,1.0,[1],tensor([1])
0,0,66.625,0.0,0.0,[4],tensor([8])
0,0,66.75,0.0,0.0,[5],tensor([6])
0,0,66.875,1.0,1.0,[5],tensor([5])
